"#blast_taxonomy","blast_subject","blast_perc_identity","blast_perc_query_coverage","blast_evalue","blast_aln_length","seed_id","observation_name","observation_sum","NG-10214_EN10A_lib136338_4869_1","NG-10214_EN10B_lib136339_4869_1","NG-10214_EN11A_lib136340_4869_1","NG-10214_EN11B_lib136341_4869_1","NG-10214_EN15A_lib136342_4869_1","NG-10214_EN15B_lib136343_4869_1","NG-10214_EN16A_lib136344_4869_1","NG-10214_EN16B_lib136345_4869_1","NG-10214_EN17A_lib136346_4869_1","NG-10214_EN17B_lib136347_4869_1","NG-10214_EN18A_lib136348_4869_1","NG-10214_EN18B_lib136349_4869_1","NG-10214_EN19A_lib136350_4869_1","NG-10214_EN19B_lib136351_4869_1","NG-10214_EN1A_lib136326_4869_1","NG-10214_EN1B_lib136327_4869_1","NG-10214_EN20A_lib136352_4869_1","NG-10214_EN20B_lib136353_4869_1","NG-10214_EN21A_lib136354_4869_1","NG-10214_EN21B_lib136355_4869_1","NG-10214_EN23A_lib136356_4869_1","NG-10214_EN23B_lib136357_4869_1","NG-10214_EN24A_lib136358_4869_1","NG-10214_EN24B_lib136359_4869_1","NG-10214_EN25A_lib136360_4869_1","NG-10214_EN25B_lib136361_4869_1","NG-10214_EN26A_lib136362_4869_1","NG-10214_EN26B_lib136363_4869_1","NG-10214_EN28A_lib136364_4869_1","NG-10214_EN28B_lib136365_4869_1","NG-10214_EN30A_lib136368_4869_1","NG-10214_EN30B_lib136369_4869_1","NG-10214_EN31A_lib136370_4869_1","NG-10214_EN31B_lib136371_4869_1","NG-10214_EN3A_lib136328_4869_1","NG-10214_EN3B_lib136329_4869_1","NG-10214_EN4A_lib136330_4869_1","NG-10214_EN4B_lib136331_4869_1","NG-10214_EN6A_lib136332_4869_1","NG-10214_EN6B_lib136333_4869_1","NG-10214_EN7A_lib136334_4869_1","NG-10214_EN7B_lib136335_4869_1","NG-10214_EN9A_lib136336_4869_1","NG-10214_EN9B_lib136337_4869_1","NG-10214_LBA10A_lib136292_4869_1","NG-10214_LBA10B_lib136293_4869_1","NG-10214_LBA11A_lib136294_4869_1","NG-10214_LBA11B_lib136295_4869_1","NG-10214_LBA15A_lib136296_4869_1","NG-10214_LBA15B_lib136297_4869_1","NG-10214_LBA16A_lib136298_4869_1","NG-10214_LBA16B_lib136299_4869_1","NG-10214_LBA17A_lib136300_4869_1","NG-10214_LBA17B_lib136301_4869_1","NG-10214_LBA18A_lib136302_4869_1","NG-10214_LBA18B_lib136303_4869_1","NG-10214_LBA19A_lib136304_4869_1","NG-10214_LBA19B_lib136305_4869_1","NG-10214_LBA1A_lib136280_4869_1","NG-10214_LBA1B_lib136281_4869_1","NG-10214_LBA20A_lib136306_4869_1","NG-10214_LBA20B_lib136307_4869_1","NG-10214_LBA21A_lib136308_4869_1","NG-10214_LBA21B_lib136309_4869_1","NG-10214_LBA23A_lib136310_4869_1","NG-10214_LBA23B_lib136311_4869_1","NG-10214_LBA24A_lib136312_4869_1","NG-10214_LBA24B_lib136313_4869_1","NG-10214_LBA25A_lib136314_4869_1","NG-10214_LBA25B_lib136315_4869_1","NG-10214_LBA26A_lib136316_4869_1","NG-10214_LBA26B_lib136317_4869_1","NG-10214_LBA28A_lib136318_4869_1","NG-10214_LBA28B_lib136319_4869_1","NG-10214_LBA29A_lib136320_4869_1","NG-10214_LBA29B_lib136321_4869_1","NG-10214_LBA30A_lib136322_4869_1","NG-10214_LBA30B_lib136323_4869_1","NG-10214_LBA31A_lib136324_4869_1","NG-10214_LBA31B_lib136325_4869_1","NG-10214_LBA3A_lib136282_4869_1","NG-10214_LBA3B_lib136283_4869_1","NG-10214_LBA4A_lib136284_4869_1","NG-10214_LBA4B_lib136285_4869_1","NG-10214_LBA6A_lib136286_4869_1","NG-10214_LBA6B_lib136287_4869_1","NG-10214_LBA7A_lib136288_4869_1","NG-10214_LBA7B_lib136289_4869_1","NG-10214_LBA9A_lib136290_4869_1","NG-10214_LBA9B_lib136291_4869_1"
"Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium 1;Corynebacterium glutamicum","JXBH01000011.143772.145304","100.0","100.0","0.0",472,"HISEQ:502:H37M3BCXY:1:1105:3244:17447","Cluster_193",1682,0,0,43,46,14,31,71,96,48,20,0,24,33,85,19,19,9,2,15,8,35,29,14,13,0,16,11,0,65,72,346,272,50,33,0,3,68,21,0,7,1,0,0,18,10,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium sp.","FN646601.1.1340","99.57","100.0","0.0",469,"HISEQ:502:H37M3BCXY:1:1104:5859:10382","Cluster_190",1008,12,21,1,2,0,0,0,0,79,109,11,0,11,59,29,30,5,7,15,4,0,0,63,84,108,118,2,3,25,4,0,0,3,5,8,4,13,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11,0,0,0,119,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter protophormiae","X80745.1.1473","97.85","100.0","0.0",466,"HISEQ:502:H37M3BCXY:1:1113:14571:8591","Cluster_191",888,0,0,7,3,9,9,35,0,22,9,0,0,0,9,12,7,32,57,17,11,0,0,0,0,0,13,2,0,111,143,63,68,0,0,17,21,64,72,1,15,1,0,15,19,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia sp.","AY052781.1.1472","100.0","100.0","0.0",482,"HISEQ:502:H37M3BCXY:1:1101:6430:10495","Cluster_29",20646,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,948,763,4006,4288,1217,1124,107,83,2,0,0,0,3762,4321,0,4,0,2,0,0,0,0,0,0
"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus sciuri","GQ261178.1.1515","100.0","100.0","0.0",498,"HISEQ:502:H37M3BCXY:1:1101:12034:11861","Cluster_28",16767,183,154,4719,4920,6,25,188,261,456,531,9,112,273,398,26,22,26,25,23,27,266,234,598,493,227,147,0,3,71,45,391,513,161,298,18,21,157,235,1,0,1,0,0,27,73,93,14,32,0,0,2,0,1,0,0,0,49,33,0,0,0,0,11,8,12,9,8,2,10,26,4,0,0,0,0,0,4,1,0,20,6,1,0,56,0,1,0,0,0,0
"Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;Turicibacter sanguinis","AF349724.1.1508","99.57","100.0","0.0",466,"HISEQ:502:H37M3BCXY:1:1101:11949:49245","Cluster_194",792,0,0,8,2,30,7,19,6,12,0,0,0,0,11,0,9,0,0,18,4,4,11,31,44,22,36,0,0,97,71,84,12,0,0,9,16,6,4,4,3,2,0,55,67,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,7,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,40,0
"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;unknown species","HM249513.1.1354","99.79","100.0","0.0",482,"HISEQ:502:H37M3BCXY:1:1206:16841:30003","Cluster_563",529,0,0,2,3,10,0,0,0,121,42,34,0,0,0,8,5,2,30,0,1,9,0,10,0,16,22,0,0,13,43,0,28,0,17,4,8,5,33,6,3,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;unknown species","HQ805188.1.1450","95.55","99.3963782696","0.0",494,"HISEQ:502:H37M3BCXY:1:2201:20443:12281","Cluster_511",365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,59,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,68,6,8,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,83
"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Alysiella;Alysiella crassa","JQKH01000114.3994.5511","96.33","100.0","0.0",491,"HISEQ:502:H37M3BCXY:1:2113:3798:77055","Cluster_308",555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,7,0,0,0,0,11,5,0,0,0,0,0,0,260,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Leucobacter;unknown species","LN569256.1.1360","96.8","100.0","0.0",469,"HISEQ:502:H37M3BCXY:1:1110:13236:25614","Cluster_307",612,0,8,2,5,24,0,18,0,2,0,0,0,60,25,0,8,1,14,21,24,8,14,8,0,0,0,4,0,48,82,92,22,12,35,1,3,36,13,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;unknown species","FJ671626.1.1373","99.79","100.0","0.0",478,"HISEQ:502:H37M3BCXY:1:1101:17905:76278","Cluster_306",699,0,0,2,4,18,26,0,0,127,90,0,17,0,12,13,16,0,3,32,38,15,2,0,0,11,3,0,0,103,86,0,0,0,0,21,22,9,5,8,4,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;unknown genus;unknown species","FJ672272.1.1408","100.0","100.0","0.0",500,"HISEQ:502:H37M3BCXY:1:1101:5177:82971","Cluster_305",1159,14,0,13,14,60,15,36,42,71,114,4,0,34,101,3,0,10,17,14,14,2,1,0,0,0,0,0,3,122,209,8,0,27,23,7,5,38,44,28,16,7,8,2,21,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium linens BL2","AAGP01000013.781.2294","100.0","100.0","0.0",476,"HISEQ:502:H37M3BCXY:1:1101:8795:55429","Cluster_304",1061,15,0,4,6,9,1,6,0,78,197,0,0,152,197,24,28,1,0,12,14,0,0,29,44,53,54,0,0,8,5,0,0,15,31,1,0,20,11,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
